--env SUMMARY	--env FOLD
N48.gwas.imputed_v3.both_sexes.tsv	tsk930
N49.gwas.imputed_v3.both_sexes.tsv	tsk931
N50.gwas.imputed_v3.both_sexes.tsv	tsk932
N60.gwas.imputed_v3.both_sexes.tsv	tsk933
N61.gwas.imputed_v3.both_sexes.tsv	tsk934
N62.gwas.imputed_v3.both_sexes.tsv	tsk935
N63.gwas.imputed_v3.both_sexes.tsv	tsk936
N64.gwas.imputed_v3.both_sexes.tsv	tsk937
N70.gwas.imputed_v3.both_sexes.tsv	tsk938
N71.gwas.imputed_v3.both_sexes.tsv	tsk939
N72.gwas.imputed_v3.both_sexes.tsv	tsk940
N73.gwas.imputed_v3.both_sexes.tsv	tsk941
N75.gwas.imputed_v3.both_sexes.tsv	tsk942
N76.gwas.imputed_v3.both_sexes.tsv	tsk943
N80.gwas.imputed_v3.both_sexes.tsv	tsk944
N81.gwas.imputed_v3.both_sexes.tsv	tsk945
N82.gwas.imputed_v3.both_sexes.tsv	tsk946
N83.gwas.imputed_v3.both_sexes.tsv	tsk947
N84.gwas.imputed_v3.both_sexes.tsv	tsk948
N85.gwas.imputed_v3.both_sexes.tsv	tsk949
N86.gwas.imputed_v3.both_sexes.tsv	tsk950
N87.gwas.imputed_v3.both_sexes.tsv	tsk951
N88.gwas.imputed_v3.both_sexes.tsv	tsk952
N89.gwas.imputed_v3.both_sexes.tsv	tsk953
N90.gwas.imputed_v3.both_sexes.tsv	tsk954
N92.gwas.imputed_v3.both_sexes.tsv	tsk955
N93.gwas.imputed_v3.both_sexes.tsv	tsk956
N94.gwas.imputed_v3.both_sexes.tsv	tsk957
N95.gwas.imputed_v3.both_sexes.tsv	tsk958
N97.gwas.imputed_v3.both_sexes.tsv	tsk959
N99.gwas.imputed_v3.both_sexes.tsv	tsk960
NAFLD.gwas.imputed_v3.both_sexes.tsv	tsk961
NECROVASC_FG.gwas.imputed_v3.both_sexes.tsv	tsk962
NEURODEGOTH.gwas.imputed_v3.both_sexes.tsv	tsk963
O00.gwas.imputed_v3.both_sexes.tsv	tsk964
O02.gwas.imputed_v3.both_sexes.tsv	tsk965
O03.gwas.imputed_v3.both_sexes.tsv	tsk966
O04.gwas.imputed_v3.both_sexes.tsv	tsk967
O13.gwas.imputed_v3.both_sexes.tsv	tsk968
O14.gwas.imputed_v3.both_sexes.tsv	tsk969
O16.gwas.imputed_v3.both_sexes.tsv	tsk970
O20.gwas.imputed_v3.both_sexes.tsv	tsk971
O21.gwas.imputed_v3.both_sexes.tsv	tsk972
O23.gwas.imputed_v3.both_sexes.tsv	tsk973
O26.gwas.imputed_v3.both_sexes.tsv	tsk974
O32.gwas.imputed_v3.both_sexes.tsv	tsk975
O34.gwas.imputed_v3.both_sexes.tsv	tsk976
O35.gwas.imputed_v3.both_sexes.tsv	tsk977
O36.gwas.imputed_v3.both_sexes.tsv	tsk978
O42.gwas.imputed_v3.both_sexes.tsv	tsk979
O44.gwas.imputed_v3.both_sexes.tsv	tsk980
O46.gwas.imputed_v3.both_sexes.tsv	tsk981
O47.gwas.imputed_v3.both_sexes.tsv	tsk982
O48.gwas.imputed_v3.both_sexes.tsv	tsk983
O60.gwas.imputed_v3.both_sexes.tsv	tsk984
O62.gwas.imputed_v3.both_sexes.tsv	tsk985
O63.gwas.imputed_v3.both_sexes.tsv	tsk986
O64.gwas.imputed_v3.both_sexes.tsv	tsk987
O68.gwas.imputed_v3.both_sexes.tsv	tsk988
O69.gwas.imputed_v3.both_sexes.tsv	tsk989
O70.gwas.imputed_v3.both_sexes.tsv	tsk990
O72.gwas.imputed_v3.both_sexes.tsv	tsk991
O75.gwas.imputed_v3.both_sexes.tsv	tsk992
O80.gwas.imputed_v3.both_sexes.tsv	tsk993
O82.gwas.imputed_v3.both_sexes.tsv	tsk994
O99.gwas.imputed_v3.both_sexes.tsv	tsk995
OTHER_ILD_CVD_COMORB.gwas.imputed_v3.both_sexes.tsv	tsk996
OTHER_SYSTCON_FG.gwas.imputed_v3.both_sexes.tsv	tsk997
PNEUMOBACTKNOWN.gwas.imputed_v3.both_sexes.tsv	tsk998
PNEUMONIA.gwas.imputed_v3.both_sexes.tsv	tsk999
PRE_OR_ECLAMPSIA.gwas.imputed_v3.both_sexes.tsv	tsk1000
PRIM_COXARTHROSIS.gwas.imputed_v3.both_sexes.tsv	tsk1001
PRIM_KNEEARTHROSIS.gwas.imputed_v3.both_sexes.tsv	tsk1002
PULM_ANXIETY.gwas.imputed_v3.both_sexes.tsv	tsk1003
PULM_MEDICATIO_COMORB.gwas.imputed_v3.both_sexes.tsv	tsk1004
PULMONARYDG.gwas.imputed_v3.both_sexes.tsv	tsk1005
Q18.gwas.imputed_v3.both_sexes.tsv	tsk1006
Q21.gwas.imputed_v3.both_sexes.tsv	tsk1007
Q38.gwas.imputed_v3.both_sexes.tsv	tsk1008
Q66.gwas.imputed_v3.both_sexes.tsv	tsk1009
Q82.gwas.imputed_v3.both_sexes.tsv	tsk1010
R00.gwas.imputed_v3.both_sexes.tsv	tsk1011
R04.gwas.imputed_v3.both_sexes.tsv	tsk1012
R05.gwas.imputed_v3.both_sexes.tsv	tsk1013
R06.gwas.imputed_v3.both_sexes.tsv	tsk1014
R07.gwas.imputed_v3.both_sexes.tsv	tsk1015
R09.gwas.imputed_v3.both_sexes.tsv	tsk1016
R10.gwas.imputed_v3.both_sexes.tsv	tsk1017
R11.gwas.imputed_v3.both_sexes.tsv	tsk1018
R12.gwas.imputed_v3.both_sexes.tsv	tsk1019
R13.gwas.imputed_v3.both_sexes.tsv	tsk1020
R14.gwas.imputed_v3.both_sexes.tsv	tsk1021
R15.gwas.imputed_v3.both_sexes.tsv	tsk1022
R17.gwas.imputed_v3.both_sexes.tsv	tsk1023
R18.gwas.imputed_v3.both_sexes.tsv	tsk1024
R19.gwas.imputed_v3.both_sexes.tsv	tsk1025
R20.gwas.imputed_v3.both_sexes.tsv	tsk1026
R21.gwas.imputed_v3.both_sexes.tsv	tsk1027
R22.gwas.imputed_v3.both_sexes.tsv	tsk1028
R23.gwas.imputed_v3.both_sexes.tsv	tsk1029
R25.gwas.imputed_v3.both_sexes.tsv	tsk1030
R26.gwas.imputed_v3.both_sexes.tsv	tsk1031
R29.gwas.imputed_v3.both_sexes.tsv	tsk1032
R30.gwas.imputed_v3.both_sexes.tsv	tsk1033
R31.gwas.imputed_v3.both_sexes.tsv	tsk1034
R32.gwas.imputed_v3.both_sexes.tsv	tsk1035
R33.gwas.imputed_v3.both_sexes.tsv	tsk1036
R35.gwas.imputed_v3.both_sexes.tsv	tsk1037
R39.gwas.imputed_v3.both_sexes.tsv	tsk1038
R40.gwas.imputed_v3.both_sexes.tsv	tsk1039
R41.gwas.imputed_v3.both_sexes.tsv	tsk1040
R42.gwas.imputed_v3.both_sexes.tsv	tsk1041
R47.gwas.imputed_v3.both_sexes.tsv	tsk1042
R49.gwas.imputed_v3.both_sexes.tsv	tsk1043
R50.gwas.imputed_v3.both_sexes.tsv	tsk1044
R51.gwas.imputed_v3.both_sexes.tsv	tsk1045
R52.gwas.imputed_v3.both_sexes.tsv	tsk1046
R53.gwas.imputed_v3.both_sexes.tsv	tsk1047
R54.gwas.imputed_v3.both_sexes.tsv	tsk1048
R55.gwas.imputed_v3.both_sexes.tsv	tsk1049
R56.gwas.imputed_v3.both_sexes.tsv	tsk1050
R59.gwas.imputed_v3.both_sexes.tsv	tsk1051
R60.gwas.imputed_v3.both_sexes.tsv	tsk1052
R61.gwas.imputed_v3.both_sexes.tsv	tsk1053
R63.gwas.imputed_v3.both_sexes.tsv	tsk1054
R68.gwas.imputed_v3.both_sexes.tsv	tsk1055
R69.gwas.imputed_v3.both_sexes.tsv	tsk1056
R73.gwas.imputed_v3.both_sexes.tsv	tsk1057
R76.gwas.imputed_v3.both_sexes.tsv	tsk1058
R79.gwas.imputed_v3.both_sexes.tsv	tsk1059
R86.gwas.imputed_v3.both_sexes.tsv	tsk1060
R87.gwas.imputed_v3.both_sexes.tsv	tsk1061
R90.gwas.imputed_v3.both_sexes.tsv	tsk1062
R91.gwas.imputed_v3.both_sexes.tsv	tsk1063
R93.gwas.imputed_v3.both_sexes.tsv	tsk1064
R94.gwas.imputed_v3.both_sexes.tsv	tsk1065
RHEU_ARTHRITIS_OTH.gwas.imputed_v3.both_sexes.tsv	tsk1066
RHEUMA_CHRYSTAL.gwas.imputed_v3.both_sexes.tsv	tsk1067
RHEUMA_NOS.gwas.imputed_v3.both_sexes.tsv	tsk1068
RHEUMA_SEROPOS_OTH.gwas.imputed_v3.both_sexes.tsv	tsk1069
RHEUMA_SEROPOS.gwas.imputed_v3.both_sexes.tsv	tsk1070
S00.gwas.imputed_v3.both_sexes.tsv	tsk1071
S01.gwas.imputed_v3.both_sexes.tsv	tsk1072
S02.gwas.imputed_v3.both_sexes.tsv	tsk1073
S05.gwas.imputed_v3.both_sexes.tsv	tsk1074
S06.gwas.imputed_v3.both_sexes.tsv	tsk1075
S09.gwas.imputed_v3.both_sexes.tsv	tsk1076
S12.gwas.imputed_v3.both_sexes.tsv	tsk1077
S20.gwas.imputed_v3.both_sexes.tsv	tsk1078
S22.gwas.imputed_v3.both_sexes.tsv	tsk1079
S27.gwas.imputed_v3.both_sexes.tsv	tsk1080
S30.gwas.imputed_v3.both_sexes.tsv	tsk1081
S31.gwas.imputed_v3.both_sexes.tsv	tsk1082
S32.gwas.imputed_v3.both_sexes.tsv	tsk1083
S39.gwas.imputed_v3.both_sexes.tsv	tsk1084
S42.gwas.imputed_v3.both_sexes.tsv	tsk1085
S43.gwas.imputed_v3.both_sexes.tsv	tsk1086
S46.gwas.imputed_v3.both_sexes.tsv	tsk1087
S51.gwas.imputed_v3.both_sexes.tsv	tsk1088
S52.gwas.imputed_v3.both_sexes.tsv	tsk1089
S56.gwas.imputed_v3.both_sexes.tsv	tsk1090
S60.gwas.imputed_v3.both_sexes.tsv	tsk1091
S61.gwas.imputed_v3.both_sexes.tsv	tsk1092
S62.gwas.imputed_v3.both_sexes.tsv	tsk1093
S63.gwas.imputed_v3.both_sexes.tsv	tsk1094
S64.gwas.imputed_v3.both_sexes.tsv	tsk1095
S66.gwas.imputed_v3.both_sexes.tsv	tsk1096
S67.gwas.imputed_v3.both_sexes.tsv	tsk1097
S68.gwas.imputed_v3.both_sexes.tsv	tsk1098
S69.gwas.imputed_v3.both_sexes.tsv	tsk1099
S70.gwas.imputed_v3.both_sexes.tsv	tsk1100
S72.gwas.imputed_v3.both_sexes.tsv	tsk1101
S76.gwas.imputed_v3.both_sexes.tsv	tsk1102
S80.gwas.imputed_v3.both_sexes.tsv	tsk1103
S81.gwas.imputed_v3.both_sexes.tsv	tsk1104
S82.gwas.imputed_v3.both_sexes.tsv	tsk1105
S83.gwas.imputed_v3.both_sexes.tsv	tsk1106
S86.gwas.imputed_v3.both_sexes.tsv	tsk1107
S89.gwas.imputed_v3.both_sexes.tsv	tsk1108
S91.gwas.imputed_v3.both_sexes.tsv	tsk1109
S92.gwas.imputed_v3.both_sexes.tsv	tsk1110
S93.gwas.imputed_v3.both_sexes.tsv	tsk1111
SCND_OTH_COXARTHROSIS.gwas.imputed_v3.both_sexes.tsv	tsk1112
SFN.gwas.imputed_v3.both_sexes.tsv	tsk1113
SLEEP.gwas.imputed_v3.both_sexes.tsv	tsk1114
SNORING.gwas.imputed_v3.both_sexes.tsv	tsk1115
SPONDYLOARTHRITIS.gwas.imputed_v3.both_sexes.tsv	tsk1116
SPONDYLOPATHY_FG.gwas.imputed_v3.both_sexes.tsv	tsk1117
STILL_ADULT.gwas.imputed_v3.both_sexes.tsv	tsk1118
T14.gwas.imputed_v3.both_sexes.tsv	tsk1119
T17.gwas.imputed_v3.both_sexes.tsv	tsk1120
T18.gwas.imputed_v3.both_sexes.tsv	tsk1121
T39.gwas.imputed_v3.both_sexes.tsv	tsk1122
T40.gwas.imputed_v3.both_sexes.tsv	tsk1123
T42.gwas.imputed_v3.both_sexes.tsv	tsk1124
T43.gwas.imputed_v3.both_sexes.tsv	tsk1125
T50.gwas.imputed_v3.both_sexes.tsv	tsk1126
T78.gwas.imputed_v3.both_sexes.tsv	tsk1127
T79.gwas.imputed_v3.both_sexes.tsv	tsk1128
T81.gwas.imputed_v3.both_sexes.tsv	tsk1129
T82.gwas.imputed_v3.both_sexes.tsv	tsk1130
T83.gwas.imputed_v3.both_sexes.tsv	tsk1131
T84.gwas.imputed_v3.both_sexes.tsv	tsk1132
T85.gwas.imputed_v3.both_sexes.tsv	tsk1133
T86.gwas.imputed_v3.both_sexes.tsv	tsk1134
T87.gwas.imputed_v3.both_sexes.tsv	tsk1135
T88.gwas.imputed_v3.both_sexes.tsv	tsk1136
THYROTOXICOSIS.gwas.imputed_v3.both_sexes.tsv	tsk1137
TRAUMBRAIN_NONCONCUS.gwas.imputed_v3.both_sexes.tsv	tsk1138
ULCERNAS.gwas.imputed_v3.both_sexes.tsv	tsk1139
ULCEROTH.gwas.imputed_v3.both_sexes.tsv	tsk1140
ULCERPROCT.gwas.imputed_v3.both_sexes.tsv	tsk1141
ULCERRECT.gwas.imputed_v3.both_sexes.tsv	tsk1142
V_MENTAL_BEHAV.gwas.imputed_v3.both_sexes.tsv	tsk1143
VI_NERVOUS.gwas.imputed_v3.both_sexes.tsv	tsk1144
VII_EYE_ADNEXA.gwas.imputed_v3.both_sexes.tsv	tsk1145
VIII_EAR_MASTOID.gwas.imputed_v3.both_sexes.tsv	tsk1146
VIT_DEF.gwas.imputed_v3.both_sexes.tsv	tsk1147
VOCALCORDDYS.gwas.imputed_v3.both_sexes.tsv	tsk1148
X_RESPIRATORY.gwas.imputed_v3.both_sexes.tsv	tsk1149
XI_DIGESTIVE.gwas.imputed_v3.both_sexes.tsv	tsk1150
XII_SKIN_SUBCUTAN.gwas.imputed_v3.both_sexes.tsv	tsk1151
XIII_MUSCULOSKELET.gwas.imputed_v3.both_sexes.tsv	tsk1152
XIV_GENITOURINARY.gwas.imputed_v3.both_sexes.tsv	tsk1153
XIX_INJURY_POISON.gwas.imputed_v3.both_sexes.tsv	tsk1154
XV_PREGNANCY_BIRTH.gwas.imputed_v3.both_sexes.tsv	tsk1155
XVII_MALFORMAT_ABNORMAL.gwas.imputed_v3.both_sexes.tsv	tsk1156
XVIII_MISCFINDINGS.gwas.imputed_v3.both_sexes.tsv	tsk1157
XX_EXTERNAL_MORB_MORT.gwas.imputed_v3.both_sexes.tsv	tsk1158
XXI_HEALTHFACTORS.gwas.imputed_v3.both_sexes.tsv	tsk1159
Z00.gwas.imputed_v3.both_sexes.tsv	tsk1160
Z01.gwas.imputed_v3.both_sexes.tsv	tsk1161
Z03.gwas.imputed_v3.both_sexes.tsv	tsk1162
Z04.gwas.imputed_v3.both_sexes.tsv	tsk1163
Z08.gwas.imputed_v3.both_sexes.tsv	tsk1164
Z09.gwas.imputed_v3.both_sexes.tsv	tsk1165
Z11.gwas.imputed_v3.both_sexes.tsv	tsk1166
Z12.gwas.imputed_v3.both_sexes.tsv	tsk1167
Z13.gwas.imputed_v3.both_sexes.tsv	tsk1168
Z29.gwas.imputed_v3.both_sexes.tsv	tsk1169
Z30.gwas.imputed_v3.both_sexes.tsv	tsk1170
Z31.gwas.imputed_v3.both_sexes.tsv	tsk1171
Z34.gwas.imputed_v3.both_sexes.tsv	tsk1172
Z35.gwas.imputed_v3.both_sexes.tsv	tsk1173
Z36.gwas.imputed_v3.both_sexes.tsv	tsk1174
Z39.gwas.imputed_v3.both_sexes.tsv	tsk1175
Z40.gwas.imputed_v3.both_sexes.tsv	tsk1176
Z41.gwas.imputed_v3.both_sexes.tsv	tsk1177
Z42.gwas.imputed_v3.both_sexes.tsv	tsk1178
Z43.gwas.imputed_v3.both_sexes.tsv	tsk1179
Z45.gwas.imputed_v3.both_sexes.tsv	tsk1180
Z46.gwas.imputed_v3.both_sexes.tsv	tsk1181
Z47.gwas.imputed_v3.both_sexes.tsv	tsk1182
Z48.gwas.imputed_v3.both_sexes.tsv	tsk1183
Z50.gwas.imputed_v3.both_sexes.tsv	tsk1184
Z51.gwas.imputed_v3.both_sexes.tsv	tsk1185
Z52.gwas.imputed_v3.both_sexes.tsv	tsk1186
Z53.gwas.imputed_v3.both_sexes.tsv	tsk1187
Z71.gwas.imputed_v3.both_sexes.tsv	tsk1188
Z76.gwas.imputed_v3.both_sexes.tsv	tsk1189
Z80.gwas.imputed_v3.both_sexes.tsv	tsk1190
Z85.gwas.imputed_v3.both_sexes.tsv	tsk1191
Z87.gwas.imputed_v3.both_sexes.tsv	tsk1192
30600_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1193
30600_raw.gwas.imputed_v3.both_sexes.tsv	tsk1194
30610_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1195
30610_raw.gwas.imputed_v3.both_sexes.tsv	tsk1196
30620_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1197
30620_raw.gwas.imputed_v3.both_sexes.tsv	tsk1198
30630_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1199
30630_raw.gwas.imputed_v3.both_sexes.tsv	tsk1200
30640_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1201
30640_raw.gwas.imputed_v3.both_sexes.tsv	tsk1202
30650_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1203
30650_raw.gwas.imputed_v3.both_sexes.tsv	tsk1204
30660_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1205
30660_raw.gwas.imputed_v3.both_sexes.tsv	tsk1206
30670_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1207
30670_raw.gwas.imputed_v3.both_sexes.tsv	tsk1208
30680_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1209
30680_raw.gwas.imputed_v3.both_sexes.tsv	tsk1210
30690_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1211
30690_raw.gwas.imputed_v3.both_sexes.tsv	tsk1212
30700_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1213
30700_raw.gwas.imputed_v3.both_sexes.tsv	tsk1214
30710_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1215
30710_raw.gwas.imputed_v3.both_sexes.tsv	tsk1216
30720_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1217
30720_raw.gwas.imputed_v3.both_sexes.tsv	tsk1218
30730_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1219
30730_raw.gwas.imputed_v3.both_sexes.tsv	tsk1220
30740_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1221
30740_raw.gwas.imputed_v3.both_sexes.tsv	tsk1222
30750_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1223
30750_raw.gwas.imputed_v3.both_sexes.tsv	tsk1224
30760_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1225
30760_raw.gwas.imputed_v3.both_sexes.tsv	tsk1226
30770_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1227
30770_raw.gwas.imputed_v3.both_sexes.tsv	tsk1228
30780_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1229
30780_raw.gwas.imputed_v3.both_sexes.tsv	tsk1230
30790_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1231
30790_raw.gwas.imputed_v3.both_sexes.tsv	tsk1232
30800_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1233
30800_raw.gwas.imputed_v3.both_sexes.tsv	tsk1234
30810_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1235
30810_raw.gwas.imputed_v3.both_sexes.tsv	tsk1236
30820_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1237
30820_raw.gwas.imputed_v3.both_sexes.tsv	tsk1238
30830_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1239
30830_raw.gwas.imputed_v3.both_sexes.tsv	tsk1240
30840_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1241
30840_raw.gwas.imputed_v3.both_sexes.tsv	tsk1242
30850_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1243
30850_raw.gwas.imputed_v3.both_sexes.tsv	tsk1244
30860_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1245
30860_raw.gwas.imputed_v3.both_sexes.tsv	tsk1246
30870_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1247
30870_raw.gwas.imputed_v3.both_sexes.tsv	tsk1248
30880_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1249
30880_raw.gwas.imputed_v3.both_sexes.tsv	tsk1250
30890_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1251
30890_raw.gwas.imputed_v3.both_sexes.tsv	tsk1252
30897_irnt.gwas.imputed_v3.both_sexes.tsv	tsk1253
30897_raw.gwas.imputed_v3.both_sexes.tsv	tsk1254
20002_1381.gwas.imputed_v3.both_sexes.tsv	tsk1255
6148_5.gwas.imputed_v3.both_sexes.tsv	tsk1256
